img,label
2011_002192.jpg,2011_002192.txt
2010_004139.jpg,2010_004139.txt
007732.jpg,007732.txt
2009_000731.jpg,2009_000731.txt
2010_002708.jpg,2010_002708.txt
001897.jpg,001897.txt
005110.jpg,005110.txt
005181.jpg,005181.txt
2008_001967.jpg,2008_001967.txt
2008_004672.jpg,2008_004672.txt
2010_004066.jpg,2010_004066.txt
2008_002096.jpg,2008_002096.txt
000575.jpg,000575.txt
2008_003515.jpg,2008_003515.txt
2011_003089.jpg,2011_003089.txt
000067.jpg,000067.txt
004853.jpg,004853.txt
2008_007604.jpg,2008_007604.txt
2010_005208.jpg,2010_005208.txt
2010_004211.jpg,2010_004211.txt
2008_002730.jpg,2008_002730.txt
2010_004608.jpg,2010_004608.txt
006341.jpg,006341.txt
006207.jpg,006207.txt
2009_004271.jpg,2009_004271.txt
007262.jpg,007262.txt
2009_004661.jpg,2009_004661.txt
009079.jpg,009079.txt
2009_000157.jpg,2009_000157.txt
2008_006999.jpg,2008_006999.txt
2008_002032.jpg,2008_002032.txt
2010_003837.jpg,2010_003837.txt
007605.jpg,007605.txt
2010_002147.jpg,2010_002147.txt
002925.jpg,002925.txt
2008_007471.jpg,2008_007471.txt
2008_006896.jpg,2008_006896.txt
2010_001529.jpg,2010_001529.txt
2010_004585.jpg,2010_004585.txt
004043.jpg,004043.txt
2009_005064.jpg,2009_005064.txt
2010_003053.jpg,2010_003053.txt
000871.jpg,000871.txt
000205.jpg,000205.txt
001846.jpg,001846.txt
2010_002988.jpg,2010_002988.txt
2008_001456.jpg,2008_001456.txt
2009_001631.jpg,2009_001631.txt
2010_003541.jpg,2010_003541.txt
2010_003353.jpg,2010_003353.txt
009428.jpg,009428.txt
2010_002133.jpg,2010_002133.txt
2008_008276.jpg,2008_008276.txt
002120.jpg,002120.txt
2010_005511.jpg,2010_005511.txt
2010_003358.jpg,2010_003358.txt
2010_005118.jpg,2010_005118.txt
008541.jpg,008541.txt
2008_001919.jpg,2008_001919.txt
2008_002728.jpg,2008_002728.txt
2010_005223.jpg,2010_005223.txt
2008_005001.jpg,2008_005001.txt
2009_005268.jpg,2009_005268.txt
2010_003609.jpg,2010_003609.txt
005071.jpg,005071.txt
003758.jpg,003758.txt
2008_003794.jpg,2008_003794.txt
2011_001290.jpg,2011_001290.txt
2008_005657.jpg,2008_005657.txt
003810.jpg,003810.txt
001084.jpg,001084.txt
003313.jpg,003313.txt
2010_004838.jpg,2010_004838.txt
2009_004319.jpg,2009_004319.txt
005531.jpg,005531.txt
000273.jpg,000273.txt
009283.jpg,009283.txt
2009_000898.jpg,2009_000898.txt
003373.jpg,003373.txt
2010_000553.jpg,2010_000553.txt
008925.jpg,008925.txt
007068.jpg,007068.txt
001925.jpg,001925.txt
005905.jpg,005905.txt
002669.jpg,002669.txt
2008_005260.jpg,2008_005260.txt
002836.jpg,002836.txt
004409.jpg,004409.txt
2009_000483.jpg,2009_000483.txt
000359.jpg,000359.txt
2010_003154.jpg,2010_003154.txt
004595.jpg,004595.txt
009844.jpg,009844.txt
2008_000864.jpg,2008_000864.txt
2009_001422.jpg,2009_001422.txt
2009_002488.jpg,2009_002488.txt
2010_002929.jpg,2010_002929.txt
009758.jpg,009758.txt
2008_004124.jpg,2008_004124.txt
006599.jpg,006599.txt
007070.jpg,007070.txt
2010_002440.jpg,2010_002440.txt
2009_002624.jpg,2009_002624.txt
2008_005257.jpg,2008_005257.txt
2009_000670.jpg,2009_000670.txt
009204.jpg,009204.txt
2010_005847.jpg,2010_005847.txt
2009_000035.jpg,2009_000035.txt
2011_002617.jpg,2011_002617.txt
002233.jpg,002233.txt
2011_000909.jpg,2011_000909.txt
2008_003186.jpg,2008_003186.txt
2009_003498.jpg,2009_003498.txt
009785.jpg,009785.txt
000099.jpg,000099.txt
007349.jpg,007349.txt
2009_002042.jpg,2009_002042.txt
2009_000664.jpg,2009_000664.txt
002792.jpg,002792.txt
2008_007947.jpg,2008_007947.txt
004359.jpg,004359.txt
2010_005907.jpg,2010_005907.txt
2009_003183.jpg,2009_003183.txt
007862.jpg,007862.txt
2008_002103.jpg,2008_002103.txt
2010_004832.jpg,2010_004832.txt
007559.jpg,007559.txt
003270.jpg,003270.txt
001896.jpg,001896.txt
2011_001192.jpg,2011_001192.txt
005038.jpg,005038.txt
2010_000866.jpg,2010_000866.txt
2009_004113.jpg,2009_004113.txt
2008_008242.jpg,2008_008242.txt
2008_001272.jpg,2008_001272.txt
006952.jpg,006952.txt
2008_004973.jpg,2008_004973.txt
2010_005187.jpg,2010_005187.txt
007462.jpg,007462.txt
2008_000793.jpg,2008_000793.txt
2009_004987.jpg,2009_004987.txt
2009_001663.jpg,2009_001663.txt
2009_005222.jpg,2009_005222.txt
2008_002344.jpg,2008_002344.txt
003863.jpg,003863.txt
002541.jpg,002541.txt
2011_002754.jpg,2011_002754.txt
2009_002312.jpg,2009_002312.txt
2008_000078.jpg,2008_000078.txt
2008_000289.jpg,2008_000289.txt
001107.jpg,001107.txt
2009_003985.jpg,2009_003985.txt
2008_005329.jpg,2008_005329.txt
007319.jpg,007319.txt
005709.jpg,005709.txt
003084.jpg,003084.txt
001296.jpg,001296.txt
008058.jpg,008058.txt
007113.jpg,007113.txt
002171.jpg,002171.txt
009601.jpg,009601.txt
2009_004706.jpg,2009_004706.txt
2010_002696.jpg,2010_002696.txt
2010_001630.jpg,2010_001630.txt
009136.jpg,009136.txt
2008_008496.jpg,2008_008496.txt
2009_001449.jpg,2009_001449.txt
2009_001413.jpg,2009_001413.txt
2011_003187.jpg,2011_003187.txt
005420.jpg,005420.txt
2008_005649.jpg,2008_005649.txt
2008_007031.jpg,2008_007031.txt
2008_007442.jpg,2008_007442.txt
002676.jpg,002676.txt
009088.jpg,009088.txt
001443.jpg,001443.txt
2008_005261.jpg,2008_005261.txt
2009_004874.jpg,2009_004874.txt
003663.jpg,003663.txt
2010_002287.jpg,2010_002287.txt
2009_000402.jpg,2009_000402.txt
2010_003708.jpg,2010_003708.txt
2009_004790.jpg,2009_004790.txt
2011_000724.jpg,2011_000724.txt
006863.jpg,006863.txt
2009_000579.jpg,2009_000579.txt
2008_002239.jpg,2008_002239.txt
2010_004094.jpg,2010_004094.txt
2011_002872.jpg,2011_002872.txt
2011_002880.jpg,2011_002880.txt
000006.jpg,000006.txt
001608.jpg,001608.txt
004281.jpg,004281.txt
006639.jpg,006639.txt
006329.jpg,006329.txt
2008_003825.jpg,2008_003825.txt
009548.jpg,009548.txt
2009_003372.jpg,2009_003372.txt
2011_002359.jpg,2011_002359.txt
005707.jpg,005707.txt
007905.jpg,007905.txt
000945.jpg,000945.txt
2009_001061.jpg,2009_001061.txt
006789.jpg,006789.txt
004453.jpg,004453.txt
006604.jpg,006604.txt
006140.jpg,006140.txt
009586.jpg,009586.txt
001832.jpg,001832.txt
006877.jpg,006877.txt
006307.jpg,006307.txt
007297.jpg,007297.txt
2009_004328.jpg,2009_004328.txt
000405.jpg,000405.txt
008825.jpg,008825.txt
003285.jpg,003285.txt
003540.jpg,003540.txt
2011_001507.jpg,2011_001507.txt
2009_004261.jpg,2009_004261.txt
2009_000281.jpg,2009_000281.txt
2009_001339.jpg,2009_001339.txt
004725.jpg,004725.txt
2010_005740.jpg,2010_005740.txt
2008_007704.jpg,2008_007704.txt
007252.jpg,007252.txt
004133.jpg,004133.txt
008948.jpg,008948.txt
001025.jpg,001025.txt
2009_003564.jpg,2009_003564.txt
2008_002001.jpg,2008_002001.txt
2008_001590.jpg,2008_001590.txt
006867.jpg,006867.txt
2008_003030.jpg,2008_003030.txt
005653.jpg,005653.txt
2008_002185.jpg,2008_002185.txt
2009_001299.jpg,2009_001299.txt
2008_007383.jpg,2008_007383.txt
2008_002026.jpg,2008_002026.txt
007277.jpg,007277.txt
2011_000859.jpg,2011_000859.txt
006312.jpg,006312.txt
2008_003280.jpg,2008_003280.txt
2010_001010.jpg,2010_001010.txt
2008_006973.jpg,2008_006973.txt
009497.jpg,009497.txt
001087.jpg,001087.txt
2009_000779.jpg,2009_000779.txt
001791.jpg,001791.txt
009024.jpg,009024.txt
000415.jpg,000415.txt
000491.jpg,000491.txt
2011_000771.jpg,2011_000771.txt
2010_002422.jpg,2010_002422.txt
003698.jpg,003698.txt
2009_004718.jpg,2009_004718.txt
009489.jpg,009489.txt
003014.jpg,003014.txt
008389.jpg,008389.txt
005927.jpg,005927.txt
000280.jpg,000280.txt
2009_001075.jpg,2009_001075.txt
2010_002446.jpg,2010_002446.txt
2008_002160.jpg,2008_002160.txt
007098.jpg,007098.txt
2008_005171.jpg,2008_005171.txt
006267.jpg,006267.txt
009880.jpg,009880.txt
001771.jpg,001771.txt
005623.jpg,005623.txt
2008_005676.jpg,2008_005676.txt
2009_004882.jpg,2009_004882.txt
2011_002218.jpg,2011_002218.txt
003676.jpg,003676.txt
2010_003304.jpg,2010_003304.txt
2009_003076.jpg,2009_003076.txt
003417.jpg,003417.txt
002307.jpg,002307.txt
2008_004110.jpg,2008_004110.txt
004203.jpg,004203.txt
2009_003795.jpg,2009_003795.txt
2010_001734.jpg,2010_001734.txt
2008_005279.jpg,2008_005279.txt
000600.jpg,000600.txt
2009_005070.jpg,2009_005070.txt
2011_001086.jpg,2011_001086.txt
005975.jpg,005975.txt
2008_008446.jpg,2008_008446.txt
006486.jpg,006486.txt
004553.jpg,004553.txt
005667.jpg,005667.txt
2010_001098.jpg,2010_001098.txt
006171.jpg,006171.txt
002150.jpg,002150.txt
003834.jpg,003834.txt
003018.jpg,003018.txt
2010_000860.jpg,2010_000860.txt
2008_001691.jpg,2008_001691.txt
009151.jpg,009151.txt
2009_001259.jpg,2009_001259.txt
007647.jpg,007647.txt
2010_005785.jpg,2010_005785.txt
007769.jpg,007769.txt
2009_004980.jpg,2009_004980.txt
2008_000566.jpg,2008_000566.txt
003002.jpg,003002.txt
2010_005480.jpg,2010_005480.txt
2010_003762.jpg,2010_003762.txt
2009_004655.jpg,2009_004655.txt
2008_001021.jpg,2008_001021.txt
009850.jpg,009850.txt
008265.jpg,008265.txt
2008_004479.jpg,2008_004479.txt
2008_004977.jpg,2008_004977.txt
001979.jpg,001979.txt
2008_005480.jpg,2008_005480.txt
2008_008012.jpg,2008_008012.txt
2008_007118.jpg,2008_007118.txt
2009_005045.jpg,2009_005045.txt
2009_004232.jpg,2009_004232.txt
002872.jpg,002872.txt
2011_002790.jpg,2011_002790.txt
007470.jpg,007470.txt
008384.jpg,008384.txt
004668.jpg,004668.txt
2011_001820.jpg,2011_001820.txt
009303.jpg,009303.txt
000596.jpg,000596.txt
2011_001952.jpg,2011_001952.txt
2010_004824.jpg,2010_004824.txt
2010_003670.jpg,2010_003670.txt
009606.jpg,009606.txt
2010_005535.jpg,2010_005535.txt
2010_005610.jpg,2010_005610.txt
003125.jpg,003125.txt
2010_006004.jpg,2010_006004.txt
2010_001164.jpg,2010_001164.txt
2008_001391.jpg,2008_001391.txt
001777.jpg,001777.txt
2011_003039.jpg,2011_003039.txt
2008_004426.jpg,2008_004426.txt
2008_003667.jpg,2008_003667.txt
2009_001973.jpg,2009_001973.txt
2008_007038.jpg,2008_007038.txt
003309.jpg,003309.txt
2009_000203.jpg,2009_000203.txt
2008_006667.jpg,2008_006667.txt
2009_003863.jpg,2009_003863.txt
2011_001811.jpg,2011_001811.txt
2010_000578.jpg,2010_000578.txt
2008_008751.jpg,2008_008751.txt
002685.jpg,002685.txt
2008_002362.jpg,2008_002362.txt
005690.jpg,005690.txt
002070.jpg,002070.txt
2010_003755.jpg,2010_003755.txt
007209.jpg,007209.txt
2008_006257.jpg,2008_006257.txt
001539.jpg,001539.txt
002107.jpg,002107.txt
002735.jpg,002735.txt
2009_002921.jpg,2009_002921.txt
000501.jpg,000501.txt
2009_004227.jpg,2009_004227.txt
2011_000651.jpg,2011_000651.txt
007338.jpg,007338.txt
007705.jpg,007705.txt
2010_002793.jpg,2010_002793.txt
2008_008024.jpg,2008_008024.txt
2008_004613.jpg,2008_004613.txt
2009_002193.jpg,2009_002193.txt
001297.jpg,001297.txt
2010_005463.jpg,2010_005463.txt
008096.jpg,008096.txt
2008_003523.jpg,2008_003523.txt
009898.jpg,009898.txt
2010_002527.jpg,2010_002527.txt
006600.jpg,006600.txt
004716.jpg,004716.txt
002243.jpg,002243.txt
003899.jpg,003899.txt
2010_000196.jpg,2010_000196.txt
2008_001387.jpg,2008_001387.txt
001577.jpg,001577.txt
2010_000299.jpg,2010_000299.txt
2009_001468.jpg,2009_001468.txt
2011_001834.jpg,2011_001834.txt
2010_004105.jpg,2010_004105.txt
000700.jpg,000700.txt
2011_001946.jpg,2011_001946.txt
2008_004632.jpg,2008_004632.txt
001605.jpg,001605.txt
002681.jpg,002681.txt
2010_002856.jpg,2010_002856.txt
2009_001364.jpg,2009_001364.txt
009625.jpg,009625.txt
008066.jpg,008066.txt
2009_005005.jpg,2009_005005.txt
2010_004144.jpg,2010_004144.txt
005170.jpg,005170.txt
2010_002963.jpg,2010_002963.txt
000220.jpg,000220.txt
007362.jpg,007362.txt
004303.jpg,004303.txt
004522.jpg,004522.txt
2008_000804.jpg,2008_000804.txt
008402.jpg,008402.txt
000725.jpg,000725.txt
2010_005830.jpg,2010_005830.txt
002490.jpg,002490.txt
007028.jpg,007028.txt
001630.jpg,001630.txt
007394.jpg,007394.txt
2010_003871.jpg,2010_003871.txt
008362.jpg,008362.txt
003399.jpg,003399.txt
2010_002183.jpg,2010_002183.txt
009618.jpg,009618.txt
2008_006538.jpg,2008_006538.txt
2010_004175.jpg,2010_004175.txt
000389.jpg,000389.txt
2008_000419.jpg,2008_000419.txt
2010_003390.jpg,2010_003390.txt
2010_005591.jpg,2010_005591.txt
009277.jpg,009277.txt
2008_003189.jpg,2008_003189.txt
2010_005098.jpg,2010_005098.txt
002878.jpg,002878.txt
2011_000105.jpg,2011_000105.txt
2008_004647.jpg,2008_004647.txt
2008_001413.jpg,2008_001413.txt
2010_004186.jpg,2010_004186.txt
2008_000391.jpg,2008_000391.txt
2010_000995.jpg,2010_000995.txt
004032.jpg,004032.txt
008905.jpg,008905.txt
2008_007528.jpg,2008_007528.txt
2009_000904.jpg,2009_000904.txt
2008_003971.jpg,2008_003971.txt
000895.jpg,000895.txt
2009_003164.jpg,2009_003164.txt
2009_001243.jpg,2009_001243.txt
001934.jpg,001934.txt
2010_002824.jpg,2010_002824.txt
007671.jpg,007671.txt
2009_001251.jpg,2009_001251.txt
2008_004074.jpg,2008_004074.txt
005537.jpg,005537.txt
003037.jpg,003037.txt
2009_004075.jpg,2009_004075.txt
009130.jpg,009130.txt
009162.jpg,009162.txt
2010_001225.jpg,2010_001225.txt
2010_003680.jpg,2010_003680.txt
005529.jpg,005529.txt
004468.jpg,004468.txt
2008_002218.jpg,2008_002218.txt
2010_003010.jpg,2010_003010.txt
2008_004725.jpg,2008_004725.txt
2011_002511.jpg,2011_002511.txt
006154.jpg,006154.txt
2008_003335.jpg,2008_003335.txt
003733.jpg,003733.txt
2009_003399.jpg,2009_003399.txt
004109.jpg,004109.txt
002170.jpg,002170.txt
2008_006135.jpg,2008_006135.txt
2008_004470.jpg,2008_004470.txt
2009_003852.jpg,2009_003852.txt
008841.jpg,008841.txt
2009_000655.jpg,2009_000655.txt
003634.jpg,003634.txt
2010_005052.jpg,2010_005052.txt
2010_000462.jpg,2010_000462.txt
008836.jpg,008836.txt
004558.jpg,004558.txt
2011_001114.jpg,2011_001114.txt
2010_001514.jpg,2010_001514.txt
008360.jpg,008360.txt
002653.jpg,002653.txt
2009_002652.jpg,2009_002652.txt
2008_004970.jpg,2008_004970.txt
2008_000548.jpg,2008_000548.txt
2010_003588.jpg,2010_003588.txt
2008_006732.jpg,2008_006732.txt
2008_008309.jpg,2008_008309.txt
009485.jpg,009485.txt
009886.jpg,009886.txt
000637.jpg,000637.txt
001717.jpg,001717.txt
2008_008585.jpg,2008_008585.txt
2008_008227.jpg,2008_008227.txt
2011_001093.jpg,2011_001093.txt
003704.jpg,003704.txt
2010_001486.jpg,2010_001486.txt
006291.jpg,006291.txt
2011_001889.jpg,2011_001889.txt
